Region,MetropolitanStatus,Exper,Educ,WeeklyEarnings
Northeast,MetropolitanArea,17,12,629.39
Northeast,NotMetropolitanArea,15,18,641.03
Midwest,NotMetropolitanArea,21,12,759.73
South,NotMetropolitanArea,27,12,451.09
South,MetropolitanArea,37,12,356.13
Northeast,MetropolitanArea,15,12,735.99
Northeast,NotMetropolitanArea,15,12,476.54
Midwest,MetropolitanArea,11,18,1187.08
Midwest,MetropolitanArea,22,12,508.71
Midwest,NotMetropolitanArea,41,12,629.15
Northeast,MetropolitanArea,36,8,735.99
Northeast,MetropolitanArea,8,18,2374.15
Midwest,NotMetropolitanArea,35,12,225.55
Midwest,NotMetropolitanArea,1,12,197.53
Midwest,MetropolitanArea,23,12,388.01
Midwest,NotMetropolitanArea,40,12,170.03
West,NotMetropolitanArea,34,12,1697.53
South,NotMetropolitanArea,9,16,321.5
South,MetropolitanArea,28,18,593.54
Northeast,MetropolitanArea,4,16,593.54
West,MetropolitanArea,29,12,569.8
West,NotMetropolitanArea,28,16,474.83
South,MetropolitanArea,12,17,356.13
Midwest,MetropolitanArea,2,12,185.19
Midwest,MetropolitanArea,33,15,2374.15
South,MetropolitanArea,41,9,593.54
West,MetropolitanArea,13,13,237.23
West,NotMetropolitanArea,37,14,810.89
Northeast,MetropolitanArea,9,16,949.67
Midwest,NotMetropolitanArea,8,12,262.23
West,NotMetropolitanArea,5,11,115.56
South,MetropolitanArea,5,18,546.06
South,MetropolitanArea,32,12,555.56
Midwest,NotMetropolitanArea,20,12,643.78
Midwest,MetropolitanArea,18,12,536.56
Midwest,NotMetropolitanArea,12,12,416.22
South,MetropolitanArea,17,14,451.09
Northeast,MetropolitanArea,17,12,303.27
West,MetropolitanArea,5,11,474.83
Midwest,MetropolitanArea,5,18,854.7
Northeast,MetropolitanArea,6,12,401.23
South,NotMetropolitanArea,55,3,189.93
Northeast,MetropolitanArea,9,12,123.46
West,MetropolitanArea,22,6,1107.95
Northeast,MetropolitanArea,17,12,498.58
Midwest,MetropolitanArea,25,13,949.67
Midwest,MetropolitanArea,24,12,830.96
Midwest,MetropolitanArea,11,12,830.96
Northeast,MetropolitanArea,12,13,271.6
West,NotMetropolitanArea,28,8,323.46
Midwest,MetropolitanArea,11,16,1210.83
South,MetropolitanArea,45,12,830.96
South,MetropolitanArea,21,12,712.25
West,MetropolitanArea,28,13,1068.38
West,NotMetropolitanArea,2,13,379.87
Midwest,MetropolitanArea,29,12,586.42
South,MetropolitanArea,49,9,452.43
Midwest,MetropolitanArea,40,16,1424.5
Midwest,MetropolitanArea,25,12,1028.81
South,NotMetropolitanArea,21,12,308.64
South,MetropolitanArea,3,16,510.45
Midwest,MetropolitanArea,8,16,522.32
South,MetropolitanArea,5,12,304.86
South,MetropolitanArea,27,7,105.82
South,MetropolitanArea,29,12,925.93
South,MetropolitanArea,19,11,474.83
South,MetropolitanArea,6,13,403.61
South,NotMetropolitanArea,9,12,259.26
Northeast,MetropolitanArea,51,9,451.09
South,MetropolitanArea,36,12,166.19
Northeast,MetropolitanArea,17,12,205.76
West,MetropolitanArea,5,12,332.38
South,NotMetropolitanArea,25,12,308.64
South,MetropolitanArea,4,13,138.45
West,MetropolitanArea,3,18,345.68
West,MetropolitanArea,30,17,1589.96
Northeast,MetropolitanArea,45,12,866.57
Northeast,MetropolitanArea,10,16,959.16
South,MetropolitanArea,6,12,427.35
South,NotMetropolitanArea,23,12,849.95
West,NotMetropolitanArea,20,12,641.03
Midwest,MetropolitanArea,4,12,353.89
West,NotMetropolitanArea,23,12,617.28
South,MetropolitanArea,0,14,165.43
South,MetropolitanArea,20,16,1020.89
West,NotMetropolitanArea,25,14,1418.59
Northeast,MetropolitanArea,29,12,830.96
Northeast,MetropolitanArea,4,13,586.42
Northeast,MetropolitanArea,16,17,847.25
South,MetropolitanArea,13,12,451.09
Midwest,MetropolitanArea,25,12,724.64
Midwest,NotMetropolitanArea,17,12,790.12
South,MetropolitanArea,14,14,584.05
West,MetropolitanArea,8,12,498.58
Midwest,MetropolitanArea,18,12,481.29
Midwest,MetropolitanArea,7,16,740.74
South,NotMetropolitanArea,18,12,451.09
Midwest,MetropolitanArea,6,12,646.96
Northeast,MetropolitanArea,45,10,380.25
South,MetropolitanArea,0,18,228.4
Midwest,MetropolitanArea,1,16,415.48
Midwest,MetropolitanArea,0,16,257.2
West,MetropolitanArea,22,6,362.96
South,MetropolitanArea,20,15,994.78
West,MetropolitanArea,20,14,721.06
Northeast,MetropolitanArea,47,5,726.22
South,MetropolitanArea,6,16,546.06
Northeast,MetropolitanArea,27,12,522.32
West,MetropolitanArea,3,13,185.19
Midwest,NotMetropolitanArea,35,14,498.58
West,MetropolitanArea,11,9,219.48
West,MetropolitanArea,12,12,349.0
West,NotMetropolitanArea,16,12,1068.38
West,MetropolitanArea,32,11,664.77
West,MetropolitanArea,14,10,481.72
West,MetropolitanArea,33,12,427.35
South,NotMetropolitanArea,41,6,189.93
South,MetropolitanArea,17,12,664.77
South,MetropolitanArea,49,8,308.64
South,MetropolitanArea,10,16,759.73
Midwest,MetropolitanArea,43,12,546.06
South,MetropolitanArea,10,10,148.15
Midwest,MetropolitanArea,17,10,902.18
South,MetropolitanArea,9,12,759.73
Northeast,MetropolitanArea,23,12,514.55
South,NotMetropolitanArea,6,12,379.87
South,MetropolitanArea,21,9,569.8
Midwest,MetropolitanArea,38,13,593.54
Northeast,MetropolitanArea,15,14,593.54
South,MetropolitanArea,25,15,592.68
South,NotMetropolitanArea,17,13,332.38
South,MetropolitanArea,3,12,237.42
West,MetropolitanArea,10,17,688.51
Midwest,MetropolitanArea,10,12,775.51
South,MetropolitanArea,22,12,411.4
Northeast,MetropolitanArea,1,15,321.5
Midwest,MetropolitanArea,20,17,2065.53
Midwest,MetropolitanArea,7,14,641.03
Midwest,MetropolitanArea,19,12,660.35
Midwest,NotMetropolitanArea,39,9,300.22
South,MetropolitanArea,8,16,356.13
Midwest,NotMetropolitanArea,13,14,474.83
Midwest,MetropolitanArea,3,12,427.35
South,MetropolitanArea,5,9,140.6
South,NotMetropolitanArea,4,12,415.48
Midwest,MetropolitanArea,54,6,997.15
South,MetropolitanArea,11,18,997.15
Midwest,MetropolitanArea,38,12,302.66
South,MetropolitanArea,45,16,1305.79
Northeast,MetropolitanArea,17,18,925.93
West,MetropolitanArea,10,10,308.64
Midwest,MetropolitanArea,12,16,830.96
South,MetropolitanArea,10,15,830.96
South,NotMetropolitanArea,21,17,823.05
South,MetropolitanArea,40,11,631.1
West,MetropolitanArea,21,14,712.25
Midwest,MetropolitanArea,8,12,484.33
Midwest,MetropolitanArea,31,10,688.51
West,MetropolitanArea,8,12,177.73
South,NotMetropolitanArea,16,11,459.94
South,NotMetropolitanArea,11,12,144.2
South,MetropolitanArea,14,13,807.22
Midwest,NotMetropolitanArea,17,13,712.25
South,MetropolitanArea,6,12,261.16
Northeast,MetropolitanArea,4,16,688.51
South,MetropolitanArea,9,12,384.09
West,MetropolitanArea,18,12,593.54
Northeast,MetropolitanArea,37,12,816.76
Northeast,NotMetropolitanArea,8,12,356.13
West,MetropolitanArea,24,10,1020.89
Northeast,NotMetropolitanArea,47,12,356.13
Northeast,NotMetropolitanArea,8,12,401.23
South,MetropolitanArea,16,5,249.29
Northeast,MetropolitanArea,9,12,427.35
South,NotMetropolitanArea,20,14,641.03
West,MetropolitanArea,17,14,949.67
Midwest,MetropolitanArea,34,12,474.83
South,NotMetropolitanArea,21,12,1234.57
Northeast,MetropolitanArea,40,12,174.11
Midwest,NotMetropolitanArea,14,12,493.83
Northeast,NotMetropolitanArea,8,12,284.9
South,NotMetropolitanArea,42,5,317.75
Midwest,NotMetropolitanArea,7,14,296.3
Northeast,MetropolitanArea,27,12,830.96
Northeast,MetropolitanArea,47,6,522.32
Northeast,MetropolitanArea,34,12,308.64
Midwest,MetropolitanArea,19,12,783.48
Northeast,MetropolitanArea,1,16,445.85
South,NotMetropolitanArea,6,12,522.32
South,MetropolitanArea,3,12,166.19
Northeast,NotMetropolitanArea,1,12,207.28
Midwest,MetropolitanArea,12,16,1187.08
Midwest,MetropolitanArea,25,12,807.22
Northeast,MetropolitanArea,35,11,522.32
Northeast,MetropolitanArea,18,18,1305.79
Midwest,MetropolitanArea,18,15,1646.09
West,MetropolitanArea,45,9,949.67
Midwest,NotMetropolitanArea,20,12,246.91
West,MetropolitanArea,42,7,234.57
Midwest,MetropolitanArea,10,18,1481.48
South,NotMetropolitanArea,16,14,462.96
Midwest,NotMetropolitanArea,12,11,522.32
Midwest,MetropolitanArea,9,12,617.28
South,MetropolitanArea,36,13,712.25
Northeast,NotMetropolitanArea,10,8,664.77
Midwest,MetropolitanArea,7,12,269.94
West,MetropolitanArea,34,16,308.64
Midwest,MetropolitanArea,13,16,664.77
South,MetropolitanArea,10,18,807.22
West,MetropolitanArea,12,16,1068.38
Northeast,MetropolitanArea,15,15,783.48
South,MetropolitanArea,43,6,569.8
South,MetropolitanArea,0,14,185.19
West,NotMetropolitanArea,13,12,712.25
Midwest,MetropolitanArea,2,16,296.3
South,MetropolitanArea,6,16,712.25
South,MetropolitanArea,27,12,830.96
Northeast,MetropolitanArea,15,17,1068.38
West,MetropolitanArea,17,12,569.8
Midwest,MetropolitanArea,2,12,189.93
Midwest,MetropolitanArea,16,12,823.05
Midwest,MetropolitanArea,54,4,142.45
West,MetropolitanArea,2,13,237.42
Midwest,MetropolitanArea,0,14,253.26
Northeast,MetropolitanArea,12,11,332.38
South,MetropolitanArea,13,16,617.28
Midwest,MetropolitanArea,7,13,144.03
West,MetropolitanArea,20,18,1115.86
West,MetropolitanArea,48,12,617.28
Northeast,MetropolitanArea,17,16,1020.89
Northeast,MetropolitanArea,17,12,493.83
South,MetropolitanArea,9,16,403.61
South,MetropolitanArea,27,10,55.56
Midwest,MetropolitanArea,1,12,192.9
South,MetropolitanArea,15,12,524.69
Midwest,MetropolitanArea,20,16,1709.4
Midwest,MetropolitanArea,10,12,629.39
Northeast,NotMetropolitanArea,5,13,189.93
Midwest,NotMetropolitanArea,1,12,170.94
Midwest,MetropolitanArea,15,13,641.03
West,MetropolitanArea,13,18,854.7
South,MetropolitanArea,22,8,754.46
West,MetropolitanArea,9,14,192.55
West,NotMetropolitanArea,12,16,491.14
South,MetropolitanArea,35,12,1063.25
Midwest,NotMetropolitanArea,16,10,656.55
Midwest,MetropolitanArea,21,16,1780.63
Northeast,MetropolitanArea,48,8,712.25
Northeast,MetropolitanArea,12,11,593.54
Midwest,MetropolitanArea,36,12,854.7
South,MetropolitanArea,7,12,327.55
Northeast,MetropolitanArea,7,8,356.13
West,MetropolitanArea,19,13,902.18
Midwest,MetropolitanArea,24,12,818.21
Midwest,NotMetropolitanArea,14,12,688.51
West,NotMetropolitanArea,13,12,474.83
South,MetropolitanArea,37,10,284.9
Midwest,MetropolitanArea,32,16,1395.6
South,MetropolitanArea,3,16,427.35
Midwest,NotMetropolitanArea,42,18,1139.6
South,MetropolitanArea,34,10,176.37
South,NotMetropolitanArea,29,12,949.67
Midwest,MetropolitanArea,28,12,332.38
Midwest,MetropolitanArea,38,11,701.33
South,MetropolitanArea,11,16,1139.6
South,MetropolitanArea,10,10,142.97
South,NotMetropolitanArea,18,18,688.51
Midwest,MetropolitanArea,12,16,999.53
Northeast,MetropolitanArea,4,12,237.42
Midwest,MetropolitanArea,24,18,2374.15
Midwest,MetropolitanArea,11,12,356.13
South,MetropolitanArea,21,18,1384.57
Northeast,MetropolitanArea,4,12,358.07
South,MetropolitanArea,49,11,192.9
Midwest,MetropolitanArea,17,16,712.25
West,NotMetropolitanArea,17,13,1092.12
West,NotMetropolitanArea,30,18,569.8
West,MetropolitanArea,0,16,132.28
Northeast,MetropolitanArea,17,14,444.44
South,NotMetropolitanArea,39,14,427.35
West,MetropolitanArea,27,12,655.15
South,MetropolitanArea,19,14,664.77
South,NotMetropolitanArea,27,12,650.52
West,MetropolitanArea,6,14,773.1
Midwest,MetropolitanArea,46,6,249.29
Midwest,MetropolitanArea,0,12,154.32
South,MetropolitanArea,16,9,324.79
West,NotMetropolitanArea,22,15,232.67
Midwest,MetropolitanArea,38,12,712.25
Midwest,MetropolitanArea,9,11,417.85
Midwest,NotMetropolitanArea,17,13,832.62
Northeast,NotMetropolitanArea,43,14,949.67
Northeast,MetropolitanArea,19,16,1780.63
South,MetropolitanArea,12,6,175.95
South,NotMetropolitanArea,17,13,502.97
South,MetropolitanArea,6,16,902.18
South,MetropolitanArea,47,8,551.59
South,NotMetropolitanArea,9,15,830.96
Midwest,NotMetropolitanArea,26,12,237.42
South,NotMetropolitanArea,30,9,746.48
South,MetropolitanArea,7,12,296.77
South,MetropolitanArea,25,15,1087.37
Midwest,NotMetropolitanArea,10,11,284.9
Midwest,NotMetropolitanArea,40,16,1157.41
South,MetropolitanArea,9,16,664.77
West,NotMetropolitanArea,20,8,280.58
South,MetropolitanArea,25,12,712.25
South,MetropolitanArea,39,11,1780.63
West,MetropolitanArea,26,14,735.99
Midwest,MetropolitanArea,29,14,593.54
Northeast,MetropolitanArea,17,14,177.13
Northeast,NotMetropolitanArea,24,14,641.03
South,MetropolitanArea,2,12,161.98
South,NotMetropolitanArea,21,16,593.54
West,NotMetropolitanArea,21,12,785.9
South,MetropolitanArea,34,12,712.25
Northeast,MetropolitanArea,10,14,587.65
Midwest,NotMetropolitanArea,51,12,198.84
Midwest,MetropolitanArea,23,18,1187.08
Midwest,MetropolitanArea,37,12,546.06
South,NotMetropolitanArea,18,12,617.28
Midwest,MetropolitanArea,31,14,949.67
Northeast,MetropolitanArea,18,12,712.25
Northeast,MetropolitanArea,6,16,308.64
South,NotMetropolitanArea,34,12,427.35
Northeast,MetropolitanArea,23,9,314.69
Northeast,MetropolitanArea,15,16,830.96
South,MetropolitanArea,40,16,1661.92
South,MetropolitanArea,16,12,356.13
South,NotMetropolitanArea,19,12,462.96
Midwest,NotMetropolitanArea,31,16,759.73
South,MetropolitanArea,6,12,496.51
South,MetropolitanArea,21,13,1353.28
South,MetropolitanArea,29,16,1946.82
South,NotMetropolitanArea,48,11,498.58
West,NotMetropolitanArea,43,8,546.06
Midwest,MetropolitanArea,35,16,783.48
South,MetropolitanArea,2,16,459.37
Northeast,NotMetropolitanArea,25,17,854.7
Midwest,MetropolitanArea,10,11,759.73
South,MetropolitanArea,19,17,2374.15
Midwest,MetropolitanArea,21,12,1029.63
West,NotMetropolitanArea,11,18,1875.59
Northeast,NotMetropolitanArea,10,12,356.13
Midwest,NotMetropolitanArea,25,12,457.35
South,NotMetropolitanArea,38,12,211.3
West,MetropolitanArea,25,12,261.16
West,NotMetropolitanArea,19,18,1009.02
West,NotMetropolitanArea,16,12,985.28
Midwest,MetropolitanArea,13,15,712.25
West,NotMetropolitanArea,20,18,1693.57
South,NotMetropolitanArea,35,9,285.4
Northeast,MetropolitanArea,17,12,547.14
West,NotMetropolitanArea,2,13,389.88
Northeast,MetropolitanArea,18,15,712.25
Northeast,MetropolitanArea,1,12,440.57
South,NotMetropolitanArea,15,12,311.89
West,NotMetropolitanArea,2,12,517.4
Northeast,MetropolitanArea,39,12,1329.53
South,NotMetropolitanArea,40,12,482.92
South,MetropolitanArea,28,18,1187.08
Northeast,NotMetropolitanArea,25,12,1187.08
Northeast,NotMetropolitanArea,15,8,240.55
Northeast,MetropolitanArea,40,12,522.32
Midwest,MetropolitanArea,13,12,593.54
South,NotMetropolitanArea,10,13,596.91
Midwest,MetropolitanArea,24,16,712.25
Northeast,NotMetropolitanArea,32,12,474.83
West,NotMetropolitanArea,3,14,264.55
Northeast,MetropolitanArea,14,13,522.32
Northeast,NotMetropolitanArea,15,16,807.22
Midwest,MetropolitanArea,7,12,345.68
West,MetropolitanArea,15,16,712.25
South,MetropolitanArea,10,9,306.27
West,MetropolitanArea,51,8,282.92
South,NotMetropolitanArea,5,12,284.9
Northeast,MetropolitanArea,10,13,229.69
Northeast,NotMetropolitanArea,15,18,653.89
Midwest,MetropolitanArea,5,16,427.35
Midwest,NotMetropolitanArea,6,14,470.09
South,NotMetropolitanArea,18,16,432.1
South,NotMetropolitanArea,39,12,516.41
Midwest,NotMetropolitanArea,28,14,82.3
West,NotMetropolitanArea,3,9,366.14
South,NotMetropolitanArea,43,4,128.6
Midwest,MetropolitanArea,33,14,735.99
West,MetropolitanArea,22,17,1187.08
West,MetropolitanArea,17,14,712.25
Northeast,MetropolitanArea,39,18,1187.08
South,MetropolitanArea,10,12,574.22
South,MetropolitanArea,6,14,375.12
South,NotMetropolitanArea,12,12,712.25
Midwest,NotMetropolitanArea,19,16,712.25
West,MetropolitanArea,14,14,968.29
Northeast,MetropolitanArea,7,12,664.77
Midwest,MetropolitanArea,6,14,308.0
South,MetropolitanArea,35,18,422.6
South,NotMetropolitanArea,61,2,166.19
Northeast,MetropolitanArea,2,16,617.28
Northeast,MetropolitanArea,19,16,720.61
Northeast,MetropolitanArea,42,8,528.12
Midwest,MetropolitanArea,21,13,617.28
South,MetropolitanArea,37,12,830.96
Northeast,MetropolitanArea,4,10,216.05
Northeast,MetropolitanArea,22,18,2469.11
Midwest,NotMetropolitanArea,22,12,735.99
South,MetropolitanArea,13,16,474.83
Midwest,MetropolitanArea,23,18,569.8
South,MetropolitanArea,16,12,451.09
South,MetropolitanArea,9,14,712.25
West,MetropolitanArea,25,16,569.8
South,MetropolitanArea,30,18,830.96
Midwest,NotMetropolitanArea,34,12,409.09
South,NotMetropolitanArea,16,18,602.33
South,NotMetropolitanArea,10,17,246.91
South,NotMetropolitanArea,16,10,451.09
South,MetropolitanArea,13,12,949.67
South,MetropolitanArea,32,12,377.49
West,MetropolitanArea,21,14,973.41
South,MetropolitanArea,39,11,830.96
South,MetropolitanArea,21,16,1234.57
West,MetropolitanArea,13,16,1044.63
West,MetropolitanArea,39,14,1210.83
West,MetropolitanArea,15,12,1661.92
Northeast,NotMetropolitanArea,14,12,391.74
West,MetropolitanArea,7,18,949.67
Northeast,MetropolitanArea,6,13,213.68
South,MetropolitanArea,40,8,284.9
Midwest,MetropolitanArea,9,12,458.21
South,NotMetropolitanArea,8,12,593.54
South,NotMetropolitanArea,10,11,759.73
West,NotMetropolitanArea,20,16,287.6
Northeast,MetropolitanArea,19,12,382.72
West,MetropolitanArea,26,10,677.83
South,MetropolitanArea,10,12,462.96
West,MetropolitanArea,8,13,688.51
Northeast,MetropolitanArea,11,14,1424.5
West,MetropolitanArea,17,12,395.06
Northeast,MetropolitanArea,30,7,403.61
South,NotMetropolitanArea,11,12,403.61
Northeast,MetropolitanArea,6,12,308.64
Midwest,MetropolitanArea,37,13,807.22
West,NotMetropolitanArea,10,6,172.27
Midwest,NotMetropolitanArea,5,12,213.68
Midwest,MetropolitanArea,2,12,143.66
South,MetropolitanArea,0,12,174.5
South,NotMetropolitanArea,18,11,123.46
West,MetropolitanArea,44,13,567.9
South,NotMetropolitanArea,7,14,427.35
South,MetropolitanArea,2,14,261.16
South,MetropolitanArea,6,12,474.83
Midwest,MetropolitanArea,2,14,189.93
West,NotMetropolitanArea,12,18,522.32
Midwest,MetropolitanArea,10,16,617.28
South,NotMetropolitanArea,11,13,474.83
West,NotMetropolitanArea,13,16,870.3
South,MetropolitanArea,25,13,505.13
South,MetropolitanArea,20,15,403.61
South,NotMetropolitanArea,7,18,997.15
South,MetropolitanArea,7,12,197.53
Midwest,NotMetropolitanArea,5,14,356.13
Midwest,MetropolitanArea,33,16,1187.08
Northeast,MetropolitanArea,33,9,617.28
Northeast,MetropolitanArea,5,12,664.77
Midwest,MetropolitanArea,8,16,759.73
Midwest,MetropolitanArea,10,12,750.12
South,MetropolitanArea,20,12,451.8
South,MetropolitanArea,7,15,445.82
South,NotMetropolitanArea,3,14,265.91
Northeast,MetropolitanArea,17,14,404.98
South,NotMetropolitanArea,27,12,427.35
Midwest,NotMetropolitanArea,15,18,1068.38
South,MetropolitanArea,5,14,593.54
Northeast,MetropolitanArea,39,11,949.67
West,MetropolitanArea,20,14,569.8
Midwest,MetropolitanArea,12,12,712.25
Midwest,MetropolitanArea,18,14,878.44
South,MetropolitanArea,14,13,379.87
West,MetropolitanArea,26,15,403.61
Northeast,NotMetropolitanArea,29,10,451.09
West,MetropolitanArea,8,6,166.19
South,NotMetropolitanArea,17,13,902.18
Northeast,MetropolitanArea,25,14,664.77
South,MetropolitanArea,12,15,949.67
Midwest,MetropolitanArea,18,13,759.73
West,MetropolitanArea,16,12,759.73
West,MetropolitanArea,14,9,474.83
South,MetropolitanArea,27,12,406.55
South,NotMetropolitanArea,36,14,1068.38
South,MetropolitanArea,12,12,169.75
West,MetropolitanArea,12,12,403.61
Northeast,MetropolitanArea,11,12,353.09
Midwest,MetropolitanArea,10,13,1037.04
West,NotMetropolitanArea,36,15,277.78
Northeast,MetropolitanArea,46,12,427.35
South,MetropolitanArea,0,12,144.03
Northeast,MetropolitanArea,18,18,1163.34
West,MetropolitanArea,26,5,375.74
South,MetropolitanArea,10,17,379.87
Midwest,MetropolitanArea,33,15,356.13
Northeast,MetropolitanArea,30,14,593.54
South,MetropolitanArea,48,6,123.46
South,MetropolitanArea,42,12,1069.92
Northeast,MetropolitanArea,12,12,422.6
West,NotMetropolitanArea,27,13,749.56
Midwest,MetropolitanArea,19,12,688.51
South,MetropolitanArea,36,12,830.96
Northeast,MetropolitanArea,11,14,781.1
Midwest,NotMetropolitanArea,28,12,854.7
Northeast,MetropolitanArea,7,16,466.11
Northeast,NotMetropolitanArea,18,12,712.25
South,MetropolitanArea,2,10,358.42
Midwest,NotMetropolitanArea,9,18,712.25
South,MetropolitanArea,17,16,641.03
West,MetropolitanArea,32,14,1234.57
Midwest,MetropolitanArea,31,12,641.03
Northeast,MetropolitanArea,2,16,771.6
South,NotMetropolitanArea,18,11,426.22
West,MetropolitanArea,4,13,493.83
West,MetropolitanArea,27,13,569.8
Midwest,MetropolitanArea,1,12,320.99
Northeast,MetropolitanArea,13,11,593.54
West,NotMetropolitanArea,37,11,1189.3
Midwest,MetropolitanArea,8,16,593.54
Midwest,MetropolitanArea,19,13,391.74
Midwest,MetropolitanArea,35,16,688.51
Northeast,MetropolitanArea,11,18,1305.79
Northeast,MetropolitanArea,22,16,716.05
Northeast,MetropolitanArea,1,12,231.48
Midwest,NotMetropolitanArea,18,14,474.83
Midwest,MetropolitanArea,7,11,142.45
South,NotMetropolitanArea,25,12,759.73
Northeast,MetropolitanArea,14,16,1372.27
South,MetropolitanArea,24,18,1529.9
Midwest,MetropolitanArea,15,12,522.32
Midwest,MetropolitanArea,18,12,971.89
Northeast,MetropolitanArea,15,12,664.77
Midwest,MetropolitanArea,15,12,593.54
West,MetropolitanArea,30,12,1136.51
West,MetropolitanArea,14,12,664.77
Midwest,NotMetropolitanArea,11,17,617.28
Midwest,MetropolitanArea,20,12,522.32
Midwest,MetropolitanArea,19,15,807.22
Midwest,MetropolitanArea,17,9,963.57
West,NotMetropolitanArea,30,12,427.35
Midwest,MetropolitanArea,1,12,107.0
West,MetropolitanArea,25,6,518.95
Midwest,MetropolitanArea,7,14,762.53
West,MetropolitanArea,36,12,712.25
South,MetropolitanArea,30,12,246.91
Midwest,MetropolitanArea,15,12,569.8
Northeast,MetropolitanArea,8,12,473.88
Northeast,MetropolitanArea,18,16,2374.15
West,MetropolitanArea,29,16,1424.5
West,NotMetropolitanArea,28,18,1115.86
South,MetropolitanArea,11,12,306.27
Midwest,MetropolitanArea,23,16,1780.63
Northeast,NotMetropolitanArea,11,14,406.96
West,NotMetropolitanArea,48,11,321.5
South,MetropolitanArea,26,12,484.33
South,MetropolitanArea,18,16,712.25
Northeast,NotMetropolitanArea,9,12,439.22
Midwest,NotMetropolitanArea,45,12,569.8
South,MetropolitanArea,4,12,474.83
Northeast,MetropolitanArea,9,8,356.13
Midwest,NotMetropolitanArea,20,12,462.96
Northeast,NotMetropolitanArea,12,12,451.09
South,MetropolitanArea,11,16,902.18
West,NotMetropolitanArea,13,14,1187.08
West,MetropolitanArea,11,12,569.8
Northeast,MetropolitanArea,36,6,344.25
Northeast,MetropolitanArea,33,18,949.67
Midwest,MetropolitanArea,30,12,641.03
West,NotMetropolitanArea,21,16,696.98
Midwest,MetropolitanArea,15,12,425.26
South,NotMetropolitanArea,10,16,429.41
Northeast,NotMetropolitanArea,29,10,499.19
Midwest,MetropolitanArea,33,18,1187.08
Northeast,MetropolitanArea,40,12,451.09
Northeast,MetropolitanArea,42,11,451.09
Northeast,MetropolitanArea,31,18,949.67
South,MetropolitanArea,14,16,1305.79
Northeast,MetropolitanArea,9,12,902.18
South,MetropolitanArea,28,9,228.4
West,MetropolitanArea,33,18,2374.15
Midwest,MetropolitanArea,28,10,15123.5
Northeast,MetropolitanArea,9,12,432.1
Northeast,NotMetropolitanArea,21,12,720.16
Midwest,MetropolitanArea,26,18,949.67
Northeast,MetropolitanArea,6,14,593.54
West,NotMetropolitanArea,11,14,661.97
Midwest,MetropolitanArea,45,12,308.64
South,MetropolitanArea,27,12,284.9
Northeast,MetropolitanArea,50,6,420.23
Midwest,MetropolitanArea,6,18,830.96
South,MetropolitanArea,0,16,119.6
South,MetropolitanArea,4,15,332.38
Northeast,NotMetropolitanArea,40,12,854.7
Northeast,MetropolitanArea,15,12,593.54
South,MetropolitanArea,32,14,1241.22
Midwest,MetropolitanArea,6,14,607.88
Northeast,MetropolitanArea,21,12,569.71
South,MetropolitanArea,16,18,1068.38
Midwest,MetropolitanArea,23,18,1000.09
West,MetropolitanArea,2,12,258.4
West,NotMetropolitanArea,21,10,347.48
South,MetropolitanArea,11,14,474.83
South,MetropolitanArea,30,12,379.87
Northeast,MetropolitanArea,30,10,370.37
South,NotMetropolitanArea,21,12,379.87
South,MetropolitanArea,12,12,261.16
South,MetropolitanArea,4,14,505.05
Midwest,MetropolitanArea,34,18,1899.34
Northeast,MetropolitanArea,21,12,1092.12
Midwest,NotMetropolitanArea,39,12,356.13
West,NotMetropolitanArea,6,13,617.28
South,NotMetropolitanArea,24,7,141.98
Northeast,MetropolitanArea,10,10,427.35
West,MetropolitanArea,20,17,997.15
West,MetropolitanArea,7,16,807.22
Northeast,MetropolitanArea,26,11,522.32
Midwest,MetropolitanArea,2,12,443.97
South,NotMetropolitanArea,14,16,1092.12
Midwest,MetropolitanArea,12,12,1286.01
Northeast,MetropolitanArea,7,12,166.19
South,MetropolitanArea,11,16,219.48
West,NotMetropolitanArea,28,9,546.06
Northeast,MetropolitanArea,13,12,759.73
Northeast,MetropolitanArea,7,11,339.51
South,MetropolitanArea,5,12,498.58
Midwest,MetropolitanArea,8,13,403.61
West,MetropolitanArea,26,12,1020.89
Midwest,MetropolitanArea,9,13,253.24
Midwest,MetropolitanArea,23,12,423.28
Midwest,MetropolitanArea,19,14,144.03
South,NotMetropolitanArea,8,12,296.77
Midwest,NotMetropolitanArea,33,12,949.67
Northeast,MetropolitanArea,26,12,617.28
Midwest,NotMetropolitanArea,11,18,527.07
Midwest,NotMetropolitanArea,9,12,332.38
Northeast,MetropolitanArea,9,12,282.92
Northeast,MetropolitanArea,23,14,411.52
Midwest,MetropolitanArea,14,12,176.37
Northeast,MetropolitanArea,0,16,290.57
Northeast,MetropolitanArea,11,14,735.99
Northeast,MetropolitanArea,51,10,712.25
South,NotMetropolitanArea,34,8,432.1
South,MetropolitanArea,20,12,569.8
West,NotMetropolitanArea,7,18,578.77
South,MetropolitanArea,4,18,407.95
Northeast,MetropolitanArea,34,10,949.67
Midwest,MetropolitanArea,0,15,522.32
Midwest,NotMetropolitanArea,47,9,871.46
South,MetropolitanArea,30,12,341.88
South,MetropolitanArea,29,12,783.48
Northeast,MetropolitanArea,12,14,593.54
South,MetropolitanArea,22,14,320.51
South,NotMetropolitanArea,26,13,949.67
Northeast,MetropolitanArea,17,12,997.15
